,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_sw,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,sj_ndvi_se,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,iq_ndvi_ne,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_station_max_temp_c,iq_station_precip_mm,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_min_temp_c
1991-05-14,0.1251,0.10455,0.0964,,,,0.15115,298.325714286,298.407142857,294.61857142900004,300.1,296.6,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,4.16,35.37,80.0671428571,4.16,15.9742857143,2.5,26.528571428600006,6.58571428571,30.6,22.8,32.8,1518431603.7230377,2606132054.152844,461145457.82707345,1518431603.7230377,124715845.30682552,-258791216.91068333,34347166.87658435,22750813.19681775,265563997.52030194
1991-05-21,0.0669,0.1335667,0.1356,0.2761,,,0.09711667,298.58428571400003,298.457142857,295.124285714,300.4,297.0,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,51.16,59.3,81.30142857140001,51.16,16.5014285714,1.85714285714,27.3857142857,6.7,31.7,22.8,3.6,1508903467.1035457,2589798880.8337274,458254955.00982934,1508903467.1035457,123934054.99445122,-257169967.89700082,34131713.374825135,22607983.51348619,263899220.55622587
1991-05-28,0.1401,0.15946670000000002,0.2571,0.2284143,,,0.2143167,298.80857142900004,298.885714286,295.27428571400003,301.1,297.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,55.37,43.4,81.08857142859999,55.37,16.6457142857,2.14285714286,27.9428571429,7.014285714289999,33.3,23.3,5.6,1499415273.2094147,2573534092.5983586,455376556.10510504,1499415273.2094147,123155538.66207996,-255555504.1374417,33917162.76071876,22465752.871437453,262241415.63662982
1991-06-04,0.08585,0.087,0.1659286,0.3720286,,,0.1196,299.518571429,299.75,294.92571428599996,301.6,297.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,8.08,5.0,76.0742857143,8.08,16.3242857143,2.87142857143,28.0714285714,7.5,33.3,23.3,20.6,1489966938.1434307,2557337545.9863453,452510235.7173205,1489966938.1434307,122380289.43994576,-253947811.403415,33703513.13845852,22324120.011819445,260590568.13150474
1991-06-11,0.1091,0.1564667,0.1739714,0.2410286,,,0.17342860000000002,299.891428571,300.071428571,295.492857143,301.8,298.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,6.09,5.82,77.0357142857,6.09,16.8828571429,2.4,28.228571428600002,7.97142857143,33.9,23.9,9.4,1480558378.0083787,2541209097.537297,449655968.45089376,1480558378.0083787,121608300.45828214,-252346875.46633023,33490762.61223632,22183083.675779857,258946663.4108408
1991-06-18,0.0596,0.09235,0.13064289999999998,0.3886143,,,0.1301286,299.775714286,299.971428571,296.3,301.9,298.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,44.25,17.0,81.4214285714,44.25,17.7042857143,2.17142857143,28.9285714286,7.1428571428600005,33.9,25.0,3.3,1471189508.9070446,2525148603.790821,446813728.9102441,1471189508.9070446,120839564.84732303,-250752682.09759632,33278909.286245108,22042642.60446675,257309686.84462875
1991-06-25,0.07965,0.122,0.1582429,0.2761,,,0.1851143,299.41,299.478571429,296.228571429,302.5,297.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,73.76,37.8,82.7457142857,73.76,17.628571428599997,2.04285714286,27.9142857143,7.4,32.8,22.8,12.4,1461860246.942214,2509155921.286526,443983491.69979185,1461860246.942214,120074075.73730227,-249165217.06862274,33067951.264677495,21902795.53902793,255679623.8028593
1991-07-02,0.10875,0.1779333,0.1981571,,,,0.2015286,299.37142857099997,299.385714286,295.945714286,302.4,297.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,26.7,51.99,81.69428571430001,26.7,17.3528571429,2.14285714286,28.3714285714,6.6,32.8,23.9,24.7,1452570508.216672,2493230906.5640206,441165231.42395496,1452570508.216672,119311826.25845355,-247584466.1508186,32857886.65172577,21763541.220611364,254056459.65552288
1991-07-09,0.0969,0.15946670000000002,0.1679167,,,,0.13805,300.00142857099996,300.171428571,295.791428571,302.1,297.9,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,6.13,18.7,77.8771428571,6.13,17.1514285714,2.42857142857,28.4142857143,6.67142857143,32.8,24.4,4.6,1443320208.8332047,2477373416.1629143,438358922.68715346,1443320208.8332047,118552809.54101092,-246010415.1155931,32648713.551582858,21624878.390364937,252440179.7726103
1991-07-16,0.1962,0.07733333,0.11664289999999998,,,,0.09982857,300.234285714,300.342857143,296.081428571,302.2,298.6,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,29.67,23.6,78.24142857140001,29.67,17.4728571429,2.42857142857,28.8,6.914285714289999,33.9,23.9,12.2,1434109264.8945968,2461583306.6228127,435564540.09380573,1434109264.8945968,117797018.71520796,-244443049.7343555,32440430.068441004,21486805.789436437,250830769.524112
1991-07-23,0.0801,0.00805,0.12906669999999998,0.2284143,,,0.1380333,299.80857142900004,299.978571429,296.332857143,302.1,298.2,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,56.58,27.4,81.4828571429,56.58,17.7342857143,2.24285714286,28.0,5.88571428571,32.8,24.4,43.1,1424937592.5036347,2445860434.4833274,432782058.24833167,1424937592.5036347,117044446.91127872,-242882355.77851492,32233034.30649312,21349322.158973828,249228214.2800186
1991-07-30,0.0875,,0.1593286,,,,0.1906429,299.852857143,299.964285714,296.478571429,302.0,298.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,48.41,34.39,81.8971428571,48.41,17.878571428599997,2.3,28.5714285714,6.34285714286,33.3,25.0,18.0,1415805107.7631042,2430204656.2840652,430011451.7551502,1415805107.7631042,116295087.2594567,-241328319.01948062,32026524.36993155,21212426.240125038,247632499.41032082
1991-08-06,0.07315,0.1124,0.2093571,0.1824143,,,0.19258570000000005,299.831428571,299.864285714,296.468571429,301.8,298.1,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,13.29,31.5,81.96,13.29,17.8957142857,2.24285714286,28.5,6.5142857142900015,32.8,24.4,12.5,1406711726.7757893,2414615828.5646353,427252695.2186798,1406711726.7757893,115548932.88997582,-239780925.22866184,31820898.362948716,21076116.77403778,246043610.2850091
1991-08-13,0.0593,0.1261333,0.1567,,,,0.1551,300.42,300.65,296.484285714,302.8,298.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,20.4,79.1971428571,0.0,17.911428571400002,2.18571428571,29.4285714286,5.47142857143,33.3,25.6,3.3,1397657365.6444764,2399093807.8646455,424505763.2433413,1397657365.6444764,114805976.93307,-238240160.17746782,31616154.38973771,20940392.501860164,244461532.27407405
1991-08-20,0.0569,0.09814,0.1437286,0.3210571,,,0.1285143,300.31142857099996,300.385714286,296.581428571,302.6,298.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,51.88,25.47,80.2557142857,51.88,18.0114285714,2.4,29.271428571399998,7.514285714289999,34.4,24.4,1.5,1388641940.4719515,2383638450.723704,421770630.4335521,1388641940.4719515,114066212.51897302,-236706009.63730764,31412290.554490596,20805252.1647399,242886250.74750626
1991-08-27,0.0693,0.05705,0.1864,0.2761,,,0.22504,300.11714285700003,300.2,296.67,302.3,298.6,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,55.2,23.8,81.5942857143,55.2,18.0914285714,2.37142857143,28.157142857100002,7.0,32.2,23.9,10.7,1379665367.360999,2368249613.68142,419047271.393732,1379665367.360999,113329632.77791849,-235178459.37959063,31209304.961400256,20670694.503825046,241317751.0752966
1991-09-03,0.10805,0.091675,0.16241429999999998,0.3886143,,,0.1398,300.10571428599997,300.15,296.798571429,302.3,298.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,65.9,42.33,82.31,65.9,18.2628571429,2.12857142857,28.9428571429,7.54285714286,34.4,24.4,27.2,1370727562.4144058,2352927153.2774014,416335660.72830117,1370727562.4144058,112596230.84014046,-233657495.175726,31007195.71465905,20536718.260263346,239756018.6274353
1991-09-10,0.10475,0.15983329999999998,0.1446429,0.3210571,,,0.11208,300.54,300.635714286,296.451428571,302.8,298.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,33.56,11.4,78.6271428571,33.56,17.8957142857,3.04285714286,28.971428571399997,7.7,33.9,23.3,61.0,1361828441.734956,2337670926.051257,413635773.0416777,1361828441.734956,111865999.83587262,-232143102.7971229,30805960.918459743,20403322.175202772,238201038.77391326
1991-09-17,0.1098,0.1527333,0.1688714,0.3886143,,,0.16857139999999998,300.527142857,300.6,296.901428571,303.0,298.8,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,29.53,28.8,80.8771428571,29.53,18.4,2.45714285714,28.9142857143,6.8,33.3,24.4,7.9,1352967921.4254358,2322480788.542596,410947582.93828034,1352967921.4254358,111138932.89534885,-230635268.01519057,30605598.676994845,20270504.989791095,236652796.88472086
1991-09-24,0.1676,0.1489,0.2181429,0.17874289999999998,,,0.1714286,300.06,300.05,296.59,302.4,298.2,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,73.55,77.5,81.4242857143,73.55,18.0442857143,2.0714285714300003,28.1428571429,6.68571428571,32.8,24.4,31.8,1344145917.5886304,2307356597.2910247,408271065.0225289,1344145917.5886304,110415023.1488027,-229133976.60133836,30406107.094456613,20138265.445176326,235111278.3298487
1991-10-01,0.1291,0.16672,0.1955571,0.28221430000000003,,,0.177,299.65,299.69285714299997,296.397142857,301.6,298.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,31.68,60.0,82.4857142857,31.68,17.85,2.04285714286,27.7428571429,6.914285714289999,32.8,23.3,26.5,1335362346.3273258,2292298208.836153,405606193.898843,1335362346.3273258,109694263.72646832,-227639214.32697523,30207484.275038272,20006602.282506317,233576468.47928748
1991-10-08,0.093,0.093,0.1681667,0.3210571,,,0.1450833,299.562857143,299.671428571,295.887142857,302.0,297.6,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,32.1,55.1,80.5157142857,32.1,17.3442857143,2.2571428571400003,27.657142857100002,6.61428571429,31.7,22.8,8.3,1326617123.744307,2277305479.7175894,402952944.17164075,1326617123.744307,108976647.75857918,-226150966.9635106,30009728.322931707,19875514.2429289,232048352.70302773
1991-10-15,0.0137,0.12886,0.1070286,0.3886143,,,0.10904289999999997,299.897142857,299.921428571,296.018571429,302.0,298.1,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,3.29,31.19,79.3828571429,3.29,17.4314285714,2.3,28.5428571429,7.62857142857,33.9,24.4,21.3,1317910165.9423602,2262378266.474942,400311290.4453428,1317910165.9423602,108262168.37536955,-224669220.28235355,29812837.3423301,19745000.06759212,230526916.37106022
1991-10-22,0.1944,0.1186,0.1998714,0.2761,,,0.1808143,299.891428571,299.992857143,295.455714286,302.0,298.0,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,50.24,12.6,76.7771428571,50.24,16.85,2.8142857142900004,27.8285714286,7.085714285710001,32.8,23.3,3.5,1309241389.02427,2247516425.6478195,397681207.32436645,1309241389.02427,107550818.70707273,-223193960.05491343,29616809.437425554,19615058.497643672,229012144.85337532
1991-10-29,0.094,0.09665,0.1213167,0.2410286,,,0.1255667,299.905714286,299.992857143,295.918571429,302.4,298.1,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,72.61,26.83,78.9871428571,72.61,17.3757142857,3.04285714286,28.1142857143,7.25714285714,32.8,24.4,4.8,1300610709.0928228,2232719813.77583,395062669.4131327,1300610709.0928228,106842591.88392293,-221725172.0525993,29421642.712410897,19485688.274231516,227504023.51996362
1991-11-05,0.0544,0.05475,0.1193857,0.2761,,,0.1121333,299.09,299.278571429,295.567142857,302.6,297.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,42.92,74.83,81.05857142859999,42.92,16.9671428571,2.9,27.1857142857,6.75714285714,32.2,22.8,41.4,1292018042.250804,2217988287.398583,392455651.3160598,1292018042.250804,106137481.03615376,-220262842.04682052,29227335.271478727,19356888.138503596,226002537.74081612
1991-11-12,0.0954,0.1114,0.1980571,0.3210571,,,0.1949429,298.685714286,298.785714286,295.61571428599996,301.0,297.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,78.73,72.7,83.5142857143,78.73,17.0614285714,1.97142857143,26.657142857100002,6.74285714286,31.1,22.2,28.2,1283463304.6009984,2203321703.055685,389860127.6375671,1283463304.6009984,105435479.2939989,-218806955.80898613,29033885.21882154,19228656.83160776,224507672.88592297
1991-11-19,0.00825,0.028425,0.1796429,0.28221430000000003,,,0.13874289999999995,298.698571429,298.707142857,294.03,300.8,297.1,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,15.1,75.5485714286,0.0,15.46,2.27142857143,26.3142857143,6.81428571429,30.0,22.2,9.4,1274946412.2461917,2188719917.286745,387276072.9820729,1274946412.2461917,104736579.78769243,-217357499.1105055,28841290.658631757,19100993.094691895,223019414.32527488
1991-11-26,0.08786667,0.1519,0.16618570000000002,0.2284143,,,0.1796286,298.375714286,298.5,294.93857142900004,301.1,296.9,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,35.34,78.43,81.4857142857,35.34,16.3228571429,2.02857142857,26.271428571399998,6.58571428571,30.0,22.2,76.2,1266467281.28917,2174182786.631373,384703461.9539981,1266467281.28917,104040775.64746806,-215914457.7227878,28649549.695102245,18973895.668903857,221537747.4288626
1991-12-03,0.0802,0.14025,0.13445710000000002,0.28221430000000003,,,0.1336286,298.642857143,298.842857143,294.974285714,300.5,297.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,35.1,80.27571428569999,0.0,16.34,1.8,26.728571428600002,6.05714285714,30.6,23.3,19.6,1258025827.8327186,2159710167.629176,382142269.1577602,1258025827.8327186,103348060.00355947,-214477817.41724217,28458660.432425246,18847363.295391545,220062657.5666765
1991-12-10,-0.02665,0.2128,0.2289429,0.28221430000000003,,,0.2224143,298.518571429,298.592857143,294.51428571400004,300.2,297.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,26.8,78.6214285714,0.0,15.8842857143,2.01428571429,25.6142857143,5.85714285714,29.4,21.7,34.2,1249621967.9796226,2145301916.8197637,379592469.19777966,1249621967.9796226,102658425.98620062,-213047563.96527794,28268620.974793687,18721394.71530292,218594130.1087075
1991-12-17,0.0712,0.04613333,0.04045714,,,,0.1144,298.08428571400003,298.135714286,292.86571428599996,299.6,296.6,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,8.76,72.8614285714,0.0,14.3357142857,2.0714285714300003,25.0,6.15714285714,28.9,20.6,6.1,1241255617.832668,2130957890.742743,377054036.67847514,1241255617.832668,101971866.7256253,-211623683.13830426,28079429.42640008,18595988.669785857,217132150.424946
1991-12-24,0.12355,0.1237,0.1297556,0.2410286,,,0.13793329999999998,296.521428571,296.507142857,292.04571428599996,299.2,294.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,19.3,76.1271428571,0.0,13.635714285699999,2.2142857142900003,24.3571428571,6.18571428571,28.3,19.4,13.7,1232926693.49464,2116677945.937723,374526946.20426553,1232926693.49464,101288375.35206729,-210206160.70773035,27891083.89143659,18471143.8999881,215676703.8853824
1992-01-01,0.1251,0.15786670000000005,0.1813667,0.2284143,,,0.1852833,299.11105523355127,299.22289464713486,295.1101091033031,301.3483293556086,297.26825775656323,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,164.11560325466976,21.31835305378689,78.98122661210442,164.11560325466976,14.687818774830944,2.4638235256753953,24.923113340929966,7.372531397501244,29.270192370858176,19.353537144223488,47.03566166496055,1223453642.7204933,2100436291.850551,371652698.44623077,1223453642.7204933,100510990.1375348,-208593902.61187905,27676865.35435173,18329149.824613474,214021317.41264236
1992-01-08,0.1008333,0.073575,0.1127857,0.3210571,,,0.13871429999999998,297.912857143,298.12142857099997,294.457142857,300.4,296.1,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,200.85,18.3,81.3,200.85,15.878571428599999,2.3,25.657142857100002,7.5,30.6,20.6,58.2,1215204634.0334234,2086293180.976051,369149826.8386369,1215204634.0334234,99834049.67469913,-207189957.40384585,27490326.32146953,18205503.54950843,212579821.2034717
1992-01-15,0.2224,0.2299,0.1994143,0.3210571,,,0.19845710000000005,297.338571429,297.48571428599996,294.467142857,300.2,295.6,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,3.12,19.8,84.1171428571,3.12,15.8328571429,1.85714285714,25.471428571399997,6.17142857143,31.1,21.7,32.3,1206992787.47832,2072213700.4980354,366658217.4614555,1206992787.47832,99160155.50818697,-205792325.87378427,27304627.34376563,18082414.593730442,211144812.1584697
1992-01-22,0.1225333,0.13105,0.1688714,0.2284143,,,0.1888429,297.091428571,297.335714286,293.021428571,299.5,295.6,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,5.11,78.2914285714,0.0,14.4828571429,2.3571428571400004,24.8571428571,7.44285714286,30.6,20.0,1.3,1198818019.1579683,2058197706.9561121,364177844.91910505,1198818019.1579683,98489300.76823209,-204400993.79310355,27119766.5254329,17959881.69842732,209716275.6476267
1992-01-29,0.07965,0.0483,0.1919286,,,,0.1736714,297.42,297.55,292.718571429,299.3,295.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,6.5,75.22,0.0,14.1857142857,2.44285714286,24.8,6.58571428571,28.9,20.0,9.2,1190680245.175155,2044245056.8898904,361708683.8160063,1190680245.175155,97821478.5850685,-203015946.93321276,26935741.97066383,17837903.604747146,208294197.04093358
1992-02-05,0.1016,0.0846,0.1879571,0.28221430000000003,,,0.1117167,296.92,297.12857142900003,292.61714285700003,300.7,294.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,16.2,77.05857142859999,0.0,14.1228571429,3.4,24.714285714299997,7.357142857139999,30.6,20.0,3.0,1182579381.6326647,2030355606.8389785,359250708.75657713,1182579381.6326647,97156682.0889297,-201637171.06552124,26752551.783650935,17716479.053837582,206878561.70838073
1992-02-12,0.1199,0.1305,0.17885710000000002,,,,0.1957429,297.798571429,298.05714285700003,294.65,300.2,295.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,-4.56523642469849,20.1,82.8757142857,-4.56523642469849,16.06,2.2,26.028571428600006,6.57142857143,32.2,20.0,1.3,1174515344.6332836,2016529213.342985,356803894.3452374,1174515344.6332836,96494904.41004977,-200264651.96143812,26570194.068586916,17595606.786846645,205469355.01995885
1992-02-19,0.2529,0.1844667,0.2030571,,,,0.1946143,297.898571429,298.107142857,293.62857142900003,300.1,296.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,-12.764473710804678,4.4,77.2957142857,-12.764473710804678,15.0128571429,2.58571428571,25.7571428571,7.385714285710001,33.9,21.7,8.9,1166488050.279797,2002765732.9415178,354368215.1864061,1166488050.279797,95836138.67866251,-198898375.39237273,26388666.929664314,17475285.544922262,204066562.34565857
1992-02-26,0.10705,0.0815,0.1630571,0.2284143,,,0.1652429,297.472857143,297.678571429,292.967142857,299.3,296.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,-14.581474141508526,14.4,76.0371428571,-14.581474141508526,14.3814285714,2.41428571429,25.285714285700003,6.17142857143,29.4,21.7,16.0,1158497414.674991,1989065022.1741862,351943645.88450277,1158497414.674991,95180378.02500159,-197538327.1297341,26207968.471075714,17355514.069212243,202670169.0554705
1992-03-04,0.10445,0.18218,0.1928571,,,,0.1910857,297.651428571,297.8,293.317142857,299.8,295.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,5.5,76.8785714286,0.0,14.701428571400001,2.3142857142900004,25.657142857100002,7.814285714289999,31.1,20.6,2.9,1150543353.9216495,1975426937.5805972,349530161.04394585,1150543353.9216495,94527615.5793008,-196184492.94493157,26028096.797013536,17236291.10086447,201280160.5193851
1992-03-11,0.08685,0.09015,0.1551,0.2410286,,,0.128,297.63428571400004,297.785714286,293.54,299.6,296.1,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,23.22,12.6,78.0571428571,23.22,14.944285714300001,2.51428571429,25.785714285700003,7.75714285714,31.7,21.7,5.9,1142625784.122559,1961851335.7003608,347127735.2691547,1142625784.122559,93877844.47179402,-194836858.60937446,25849050.011670366,17117615.381026823,199896522.107393
